category,service_name,description,unit,price,regulation_reference,source_page
Kakao Bubuk,Kadmium (Cd),,per sampel,100000,Pergub Jateng No. 35 Tahun 2024,17
Kakao Bubuk,Timah (Sn),,per sampel,100000,Pergub Jateng No. 35 Tahun 2024,17
Kakao Bubuk,Raksa (Hg),,per sampel,300000,Pergub Jateng No. 35 Tahun 2024,17
Kakao Bubuk,Cemaran Arsen (As),,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,17
Kakao Bubuk,Angka Lempeng Total (ALT),,per sampel,125000,Pergub Jateng No. 35 Tahun 2024,17
Kakao Bubuk,Escherichia coli,,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,17
Kakao Bubuk,Salmonella,,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,17
Kakao Bubuk,Kapang,,per sampel,125000,Pergub Jateng No. 35 Tahun 2024,17
Kakao Bubuk,Khamir,,per sampel,125000,Pergub Jateng No. 35 Tahun 2024,17
Coklat Butir,"Keadaan : Bau, Rasa Warna",,per sampel,30000,Pergub Jateng No. 35 Tahun 2024,17
Coklat Butir,Lemak kakao,,per sampel,110000,Pergub Jateng No. 35 Tahun 2024,17
Coklat Butir,Padatan kakao tanpa lemak,,per sampel,110000,Pergub Jateng No. 35 Tahun 2024,17
Coklat Butir,Total padatan kakao,,per sampel,110000,Pergub Jateng No. 35 Tahun 2024,17
Coklat Butir,Lemak susu,,per sampel,110000,Pergub Jateng No. 35 Tahun 2024,17
Coklat Butir,Padatan susu tanpa lemak,,per sampel,110000,Pergub Jateng No. 35 Tahun 2024,18
Coklat Butir,Lemak total,,per sampel,110000,Pergub Jateng No. 35 Tahun 2024,18
Coklat Butir,Jumlah gula sebagai sakarosa,,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,18
Coklat Butir,Pewarna tambahan (kualitatif),,per sampel,75000,Pergub Jateng No. 35 Tahun 2024,18
Coklat Butir,Sakarin (kualitatif),,per sampel,75000,Pergub Jateng No. 35 Tahun 2024,18
Coklat Butir,Siklamat (kualitatif),,per sampel,75000,Pergub Jateng No. 35 Tahun 2024,18
Coklat Butir,Timbel (Pb),,per sampel,100000,Pergub Jateng No. 35 Tahun 2024,18
Coklat Butir,Tembaga (Cu),,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,18
Coklat Butir,Cemaran Arsen (As),,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,18
Coklat Butir,Kapang,,per sampel,125000,Pergub Jateng No. 35 Tahun 2024,18
Coklat Butir,Khamir,,per sampel,125000,Pergub Jateng No. 35 Tahun 2024,18
1 Keadaan,Warna (Pt-Co),,per sampel,40000,Pergub Jateng No. 35 Tahun 2024,18
1 Keadaan,pH,,per sampel,30000,Pergub Jateng No. 35 Tahun 2024,18
1 Keadaan,Kekeruhan,,per sampel,30000,Pergub Jateng No. 35 Tahun 2024,18
1 Keadaan,Zat yang terlarut,,per sampel,60000,Pergub Jateng No. 35 Tahun 2024,18
1 Keadaan,Total organik karbon,,per sampel,75000,Pergub Jateng No. 35 Tahun 2024,18
1 Keadaan,Zat organik (Angka KMnO4),,per sampel,60000,Pergub Jateng No. 35 Tahun 2024,18
1 Keadaan,Nitrat dihitung sebagai (NO3),,per sampel,75000,Pergub Jateng No. 35 Tahun 2024,18
1 Keadaan,Nitrit dihitung sebagai (NO2),,per sampel,75000,Pergub Jateng No. 35 Tahun 2024,18
1 Keadaan,Ammonium (NH4),,per sampel,75000,Pergub Jateng No. 35 Tahun 2024,18
1 Keadaan,Sulfat (SO4),,per sampel,75000,Pergub Jateng No. 35 Tahun 2024,18
1 Keadaan,Klorida (Cl),,per sampel,60000,Pergub Jateng No. 35 Tahun 2024,18
1 Keadaan,Fluorida (F),,per sampel,75000,Pergub Jateng No. 35 Tahun 2024,18
1 Keadaan,Sianida (Cn),,per sampel,75000,Pergub Jateng No. 35 Tahun 2024,18
1 Keadaan,Besi (Fe),,per sampel,75000,Pergub Jateng No. 35 Tahun 2024,18
1 Keadaan,Mangan (Mn),,per sampel,75000,Pergub Jateng No. 35 Tahun 2024,18
1 Keadaan,Klor bebas (Cl2),,per sampel,75000,Pergub Jateng No. 35 Tahun 2024,18
1 Keadaan,Kromium (Cr),,per sampel,75000,Pergub Jateng No. 35 Tahun 2024,18
1 Keadaan,Barium (Ba),,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,18
1 Keadaan,Boron (B),,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,18
1 Keadaan,Selenium (Se),,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,18
1 Keadaan,Timbel (Pb),,per sampel,100000,Pergub Jateng No. 35 Tahun 2024,18
1 Keadaan,Tembaga (Cu),,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,18
1 Keadaan,Cadmium (Cd),,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,18
1 Keadaan,Perak (Ag),,per sampel,100000,Pergub Jateng No. 35 Tahun 2024,18
1 Keadaan,Kobalt (Co),,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,18
1 Keadaan,Kadar cemaran Arsen (As),,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,18
1 Keadaan,Angka Lempeng Total (ALT) awal,,per sampel,125000,Pergub Jateng No. 35 Tahun 2024,18
1 Keadaan,Angka Lempeng Total (ALT) akhir,,per sampel,125000,Pergub Jateng No. 35 Tahun 2024,18
1 Keadaan,Bakteri bentuk koli,,per sampel,100000,Pergub Jateng No. 35 Tahun 2024,18
1 Keadaan,Salmonella,,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,18
1 Keadaan,Pseudomonas aeruginosa,,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,18
Minuman Energi,"Keadaan : Penampakan, bau, rasa",,per sampel,30000,Pergub Jateng No. 35 Tahun 2024,18
Minuman Energi,pH,,per sampel,30000,Pergub Jateng No. 35 Tahun 2024,19
Minuman Energi,Total energi,,per sampel,75000,Pergub Jateng No. 35 Tahun 2024,19
Minuman Energi,Total gula ( dihitung sebagai sakarosa),,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,19
Minuman Energi,Gula pereduksi,,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,19
Minuman Energi,Taurin,,per sampel,400000,Pergub Jateng No. 35 Tahun 2024,19
7 Kafein,HPLC,,per sampel,400000,Pergub Jateng No. 35 Tahun 2024,19
7 Kafein,Spektrofotometer,,per sampel,200000,Pergub Jateng No. 35 Tahun 2024,19
7 Kafein,Sakarin (kualitatif),,per sampel,75000,Pergub Jateng No. 35 Tahun 2024,19
7 Kafein,Siklamat (kualitatif),,per sampel,75000,Pergub Jateng No. 35 Tahun 2024,19
7 Kafein,bensoat (kualitatif),,per sampel,75000,Pergub Jateng No. 35 Tahun 2024,19
7 Kafein,bensoat (kuantitatif),,per sampel,100000,Pergub Jateng No. 35 Tahun 2024,19
7 Kafein,Pewarna tambahan (kualitatif),,per sampel,75000,Pergub Jateng No. 35 Tahun 2024,19
7 Kafein,Timbel (Pb),,per sampel,100000,Pergub Jateng No. 35 Tahun 2024,19
7 Kafein,Tembaga (Cu),,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,19
7 Kafein,Seng (Zn),,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,19
7 Kafein,Timah (Sn),,per sampel,100000,Pergub Jateng No. 35 Tahun 2024,19
7 Kafein,Raksa (Hg),,per sampel,300000,Pergub Jateng No. 35 Tahun 2024,19
7 Kafein,Kadar cemaran Arsen (As),,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,19
7 Kafein,Angka Lempeng Total (ALT),,per sampel,125000,Pergub Jateng No. 35 Tahun 2024,19
7 Kafein,Bakteri bentuk koli,,per sampel,100000,Pergub Jateng No. 35 Tahun 2024,19
7 Kafein,Escherichia coli,,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,19
7 Kafein,Salmonella,,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,19
7 Kafein,Staphylococcus Aureus,,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,19
7 Kafein,Vibrio sp.,,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,19
7 Kafein,Kapang,,per sampel,125000,Pergub Jateng No. 35 Tahun 2024,19
7 Kafein,Khamir,,per sampel,125000,Pergub Jateng No. 35 Tahun 2024,19
Biskuit,"Keadaan : Bau, Rasa, Warna",,per sampel,30000,Pergub Jateng No. 35 Tahun 2024,19
Biskuit,Kadar air (metoda oven),,per sampel,60000,Pergub Jateng No. 35 Tahun 2024,19
Biskuit,Protein,,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,19
Biskuit,Asam lemak bebas (sebagai asam oleat),,per sampel,75000,Pergub Jateng No. 35 Tahun 2024,19
Biskuit,Timbel (Pb),,per sampel,100000,Pergub Jateng No. 35 Tahun 2024,19
Biskuit,Kadmium (Cd),,per sampel,100000,Pergub Jateng No. 35 Tahun 2024,19
Biskuit,Timah (Sn),,per sampel,100000,Pergub Jateng No. 35 Tahun 2024,19
Biskuit,Merkuri (Hg),,per sampel,300000,Pergub Jateng No. 35 Tahun 2024,19
Biskuit,Cemaran arsen (As),,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,19
Biskuit,Angka Lempeng Total (ALT),,per sampel,125000,Pergub Jateng No. 35 Tahun 2024,19
Biskuit,Coliform,,per sampel,100000,Pergub Jateng No. 35 Tahun 2024,19
Biskuit,Escherichia coli,,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,19
Biskuit,Salmonella,,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,19
Biskuit,Staphylococcus Aureus,,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,19
Biskuit,Bacillus cereus,,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,19
Biskuit,Kapang,,per sampel,125000,Pergub Jateng No. 35 Tahun 2024,19
Biskuit,Khamir,,per sampel,125000,Pergub Jateng No. 35 Tahun 2024,19
Roti,"Keadaan : Bau, Rasa",,per sampel,30000,Pergub Jateng No. 35 Tahun 2024,19
Roti,Air (metoda oven),,per sampel,60000,Pergub Jateng No. 35 Tahun 2024,19
Roti,adbk,,per sampel,60000,Pergub Jateng No. 35 Tahun 2024,20
Roti,Abu yang tidak larut dalam asam,,per sampel,75000,Pergub Jateng No. 35 Tahun 2024,20
Roti,NaCl,,per sampel,75000,Pergub Jateng No. 35 Tahun 2024,20
Roti,Gula jumlah,,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,20
Roti,Lemak,,per sampel,110000,Pergub Jateng No. 35 Tahun 2024,20
Roti,Serangga / belatung,,per sampel,20000,Pergub Jateng No. 35 Tahun 2024,20
Roti,bensoat (kuantitatif),,per sampel,100000,Pergub Jateng No. 35 Tahun 2024,20
Roti,Pewarna tambahan (kualitatif),,per sampel,75000,Pergub Jateng No. 35 Tahun 2024,20
Roti,Sakarin (kualitatif),,per sampel,75000,Pergub Jateng No. 35 Tahun 2024,20
Roti,Siklamat (kualitatif),,per sampel,75000,Pergub Jateng No. 35 Tahun 2024,20
Roti,Timbel (Pb),,per sampel,100000,Pergub Jateng No. 35 Tahun 2024,20
Roti,Tembaga (Cu),,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,20
Roti,Seng (Zn),,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,20
Roti,Merkuri (Hg),,per sampel,300000,Pergub Jateng No. 35 Tahun 2024,20
Roti,Cemaran arsen (As),,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,20
Roti,Angka Lempeng Total (ALT),,per sampel,125000,Pergub Jateng No. 35 Tahun 2024,20
Roti,Escherichia coli,,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,20
Roti,Kapang,,per sampel,125000,Pergub Jateng No. 35 Tahun 2024,20
Es Krim,"Keadaan : Penampakan, Bau, Rasa",,per sampel,30000,Pergub Jateng No. 35 Tahun 2024,20
Es Krim,Lemak,,per sampel,110000,Pergub Jateng No. 35 Tahun 2024,20
Es Krim,Gula dihitung sebagai sakarosa,,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,20
Es Krim,Protein,,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,20
Es Krim,Jumlah padatan,,per sampel,75000,Pergub Jateng No. 35 Tahun 2024,20
Es Krim,Pewarna tambahan (kualitatif),,per sampel,75000,Pergub Jateng No. 35 Tahun 2024,20
Es Krim,Sakarin (kualitatif),,per sampel,75000,Pergub Jateng No. 35 Tahun 2024,20
Es Krim,Siklamat (kualitatif),,per sampel,75000,Pergub Jateng No. 35 Tahun 2024,20
Es Krim,Pemantap dan pengemulsi,,per sampel,100000,Pergub Jateng No. 35 Tahun 2024,20
Es Krim,Timbel (Pb),,per sampel,100000,Pergub Jateng No. 35 Tahun 2024,20
Es Krim,Tembaga (Cu),,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,20
Es Krim,Cemaran arsen (As),,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,20
Es Krim,Angka Lempeng Total (ALT),,per sampel,125000,Pergub Jateng No. 35 Tahun 2024,20
Es Krim,MPN coliform,,per sampel,100000,Pergub Jateng No. 35 Tahun 2024,20
Es Krim,Salmonella,,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,20
Es Krim,Listeria SPP,,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,20
Tempe Kedelai,"Keadaan : bau, warna, rasa",,per sampel,30000,Pergub Jateng No. 35 Tahun 2024,20
Tempe Kedelai,Kadar air (metoda oven),,per sampel,60000,Pergub Jateng No. 35 Tahun 2024,20
Tempe Kedelai,Kadar abu,,per sampel,60000,Pergub Jateng No. 35 Tahun 2024,20
Tempe Kedelai,Kadar lemak,,per sampel,110000,Pergub Jateng No. 35 Tahun 2024,20
Tempe Kedelai,Kadar protein,,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,20
Tempe Kedelai,Kadar serat kasar,,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,20
Tempe Kedelai,Kadmium (Cd),,per sampel,100000,Pergub Jateng No. 35 Tahun 2024,20
Tempe Kedelai,Timbel (Pb),,per sampel,100000,Pergub Jateng No. 35 Tahun 2024,20
Tempe Kedelai,Timah (Sn),,per sampel,100000,Pergub Jateng No. 35 Tahun 2024,21
Tempe Kedelai,Raksa (Hg),,per sampel,300000,Pergub Jateng No. 35 Tahun 2024,21
Tempe Kedelai,Cemaran arsen (As),,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,21
Tempe Kedelai,Bakteri coliform,,per sampel,100000,Pergub Jateng No. 35 Tahun 2024,21
Tempe Kedelai,Salmonella sp.,,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,21
"Kripik Tempe Goreng,","tekstur,",,per sampel,60000,Pergub Jateng No. 35 Tahun 2024,21
"Kripik Tempe Goreng,",Jamur (organoleptik),,per sampel,50000,Pergub Jateng No. 35 Tahun 2024,21
"Kripik Tempe Goreng,",Air (metoda oven),,per sampel,60000,Pergub Jateng No. 35 Tahun 2024,21
"Kripik Tempe Goreng,",Protein,,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,21
"Kripik Tempe Goreng,",laurat),,per sampel,75000,Pergub Jateng No. 35 Tahun 2024,21
"Kripik Tempe Goreng,",Abu,,per sampel,60000,Pergub Jateng No. 35 Tahun 2024,21
"Kripik Tempe Goreng,",Serat kasar,,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,21
"Kripik Tempe Goreng,",Timbel (Pb),,per sampel,100000,Pergub Jateng No. 35 Tahun 2024,21
"Kripik Tempe Goreng,",Tembaga (Cu),,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,21
"Kripik Tempe Goreng,",Seng (Zn),,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,21
"Kripik Tempe Goreng,",Timah (Sn),,per sampel,100000,Pergub Jateng No. 35 Tahun 2024,21
"Kripik Tempe Goreng,",Raksa (Hg),,per sampel,300000,Pergub Jateng No. 35 Tahun 2024,21
"Kripik Tempe Goreng,",Cemaran arsen (As),,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,21
"Kripik Tempe Goreng,",Angka Lempeng Total (ALT),,per sampel,125000,Pergub Jateng No. 35 Tahun 2024,21
"Kripik Tempe Goreng,",MPN coliform,,per sampel,100000,Pergub Jateng No. 35 Tahun 2024,21
"Kripik Tempe Goreng,",Salmonella,,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,21
"Kripik Tempe Goreng,",Listeria SPP,,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,21
Tahu,penampakan,,per sampel,30000,Pergub Jateng No. 35 Tahun 2024,21
Tahu,Abu,,per sampel,60000,Pergub Jateng No. 35 Tahun 2024,21
Tahu,Protein,,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,21
Tahu,Lemak,,per sampel,110000,Pergub Jateng No. 35 Tahun 2024,21
Tahu,Serat kasar,,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,21
Tahu,bensoat (kualitatif),,per sampel,75000,Pergub Jateng No. 35 Tahun 2024,21
Tahu,bensoat (kuantitatif),,per sampel,100000,Pergub Jateng No. 35 Tahun 2024,21
Tahu,Timbel (Pb),,per sampel,100000,Pergub Jateng No. 35 Tahun 2024,21
Tahu,Tembaga (Cu),,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,21
Tahu,Seng (Zn),,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,21
Tahu,Timah (Sn),,per sampel,100000,Pergub Jateng No. 35 Tahun 2024,21
Tahu,Raksa (Hg),,per sampel,300000,Pergub Jateng No. 35 Tahun 2024,21
Tahu,Cemaran arsen (As),,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,21
Tahu,Escherichia coli,,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,21
Tahu,Salmonella,,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,21
Kripik Tahu,"Keadaan : Bau, rasa",,per sampel,30000,Pergub Jateng No. 35 Tahun 2024,21
Kripik Tahu,Air (metoda oven),,per sampel,60000,Pergub Jateng No. 35 Tahun 2024,21
Kripik Tahu,Protein,,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,22
Kripik Tahu,Abu,,per sampel,60000,Pergub Jateng No. 35 Tahun 2024,22
Kripik Tahu,Pewarna tambahan (kualitatif),,per sampel,75000,Pergub Jateng No. 35 Tahun 2024,22
Kripik Tahu,bensoat (kualitatif),,per sampel,75000,Pergub Jateng No. 35 Tahun 2024,22
Kripik Tahu,bensoat (kuantitatif),,per sampel,100000,Pergub Jateng No. 35 Tahun 2024,22
Kripik Tahu,Timbel (Pb),,per sampel,100000,Pergub Jateng No. 35 Tahun 2024,22
Kripik Tahu,Tembaga (Cu),,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,22
Kripik Tahu,Seng (Zn),,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,22
Kripik Tahu,Raksa (Hg),,per sampel,300000,Pergub Jateng No. 35 Tahun 2024,22
Kripik Tahu,Cemaran arsen (As),,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,22
Kripik Tahu,Angka Lempeng Total (ALT),,per sampel,125000,Pergub Jateng No. 35 Tahun 2024,22
Kripik Tahu,Escherichia coli,,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,22
Kripik Tahu,Salmonella,,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,22
Mayones,"Keadaan : Bau, rasa, warna, tekstur",,per sampel,30000,Pergub Jateng No. 35 Tahun 2024,22
Mayones,Air (metoda oven),,per sampel,60000,Pergub Jateng No. 35 Tahun 2024,22
Mayones,Protein,,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,22
Mayones,Lemak,,per sampel,110000,Pergub Jateng No. 35 Tahun 2024,22
Mayones,Karbohidrat,,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,22
Mayones,Kalori,,per sampel,75000,Pergub Jateng No. 35 Tahun 2024,22
7 Pengawet,bensoat (kuantitatif),,per sampel,100000,Pergub Jateng No. 35 Tahun 2024,22
7 Pengawet,Timbel (Pb),,per sampel,100000,Pergub Jateng No. 35 Tahun 2024,22
7 Pengawet,Tembaga (Cu),,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,22
7 Pengawet,Seng (Zn),,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,22
7 Pengawet,Timah (Sn),,per sampel,100000,Pergub Jateng No. 35 Tahun 2024,22
7 Pengawet,Raksa (Hg),,per sampel,300000,Pergub Jateng No. 35 Tahun 2024,22
7 Pengawet,Cemaran arsen (As),,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,22
7 Pengawet,Angka Lempeng Total (ALT),,per sampel,125000,Pergub Jateng No. 35 Tahun 2024,22
7 Pengawet,Bakteri bentuk koli,,per sampel,100000,Pergub Jateng No. 35 Tahun 2024,22
7 Pengawet,Escherichia coli,,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,22
7 Pengawet,Salmonella,,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,22
Naget Ayam,"Keadaan : Aroma, rasa, tekstur",,per sampel,30000,Pergub Jateng No. 35 Tahun 2024,22
Naget Ayam,Benda asing,,per sampel,30000,Pergub Jateng No. 35 Tahun 2024,22
Naget Ayam,Air (metoda oven),,per sampel,60000,Pergub Jateng No. 35 Tahun 2024,22
Naget Ayam,Protein,,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,22
Naget Ayam,Lemak,,per sampel,110000,Pergub Jateng No. 35 Tahun 2024,22
Naget Ayam,Karbohidrat,,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,22
Naget Ayam,Kalsium (Ca),,per sampel,75000,Pergub Jateng No. 35 Tahun 2024,22
Naget Ayam,bensoat (kuantitatif),,per sampel,100000,Pergub Jateng No. 35 Tahun 2024,22
Naget Ayam,Pewarna tambahan (kualitatif),,per sampel,75000,Pergub Jateng No. 35 Tahun 2024,22
Naget Ayam,Timbel (Pb),,per sampel,100000,Pergub Jateng No. 35 Tahun 2024,22
Naget Ayam,Tembaga (Cu),,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,22
Naget Ayam,Seng (Zn),,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,22
Naget Ayam,Timah (Sn),,per sampel,100000,Pergub Jateng No. 35 Tahun 2024,22
Naget Ayam,Raksa (Hg),,per sampel,300000,Pergub Jateng No. 35 Tahun 2024,22
Naget Ayam,Cemaran arsen (As),,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,23
Naget Ayam,Angka Lempeng Total (ALT),,per sampel,125000,Pergub Jateng No. 35 Tahun 2024,23
Naget Ayam,Coliform,,per sampel,100000,Pergub Jateng No. 35 Tahun 2024,23
Naget Ayam,Escherichia coli,,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,23
Naget Ayam,Salmonella,,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,23
Naget Ayam,Staphylococcus Aureus,,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,23
"Enting-Enting Kacang Gepuk,","Keadaan : Bau, rasa, warna",,per sampel,30000,Pergub Jateng No. 35 Tahun 2024,23
"Enting-Enting Kacang Gepuk,",Air (metoda oven),,per sampel,60000,Pergub Jateng No. 35 Tahun 2024,23
"Enting-Enting Kacang Gepuk,",Abu,,per sampel,60000,Pergub Jateng No. 35 Tahun 2024,23
"Enting-Enting Kacang Gepuk,",Lemak,,per sampel,110000,Pergub Jateng No. 35 Tahun 2024,23
"Enting-Enting Kacang Gepuk,",Protein,,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,23
"Enting-Enting Kacang Gepuk,",Sakarosa,,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,23
"Enting-Enting Kacang Gepuk,",bensoat (kuantitatif),,per sampel,100000,Pergub Jateng No. 35 Tahun 2024,23
"Enting-Enting Kacang Gepuk,",Pewarna tambahan (kualitatif),,per sampel,75000,Pergub Jateng No. 35 Tahun 2024,23
"Enting-Enting Kacang Gepuk,",Sakarin (kualitatif),,per sampel,75000,Pergub Jateng No. 35 Tahun 2024,23
"Enting-Enting Kacang Gepuk,",Siklamat (kualitatif),,per sampel,75000,Pergub Jateng No. 35 Tahun 2024,23
"Enting-Enting Kacang Gepuk,",Aflatoksin,,per sampel,1500000,Pergub Jateng No. 35 Tahun 2024,23
"Enting-Enting Kacang Gepuk,",laurat,,per sampel,75000,Pergub Jateng No. 35 Tahun 2024,23
"Enting-Enting Kacang Gepuk,",Timbel (Pb),,per sampel,100000,Pergub Jateng No. 35 Tahun 2024,23
"Enting-Enting Kacang Gepuk,",Tembaga (Cu),,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,23
"Enting-Enting Kacang Gepuk,",Seng (Zn),,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,23
"Enting-Enting Kacang Gepuk,",Timah (Sn),,per sampel,100000,Pergub Jateng No. 35 Tahun 2024,23
"Enting-Enting Kacang Gepuk,",Raksa (Hg),,per sampel,300000,Pergub Jateng No. 35 Tahun 2024,23
"Enting-Enting Kacang Gepuk,",Cemaran arsen (As),,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,23
"Enting-Enting Kacang Gepuk,",Angka Lempeng Total (ALT),,per sampel,125000,Pergub Jateng No. 35 Tahun 2024,23
"Enting-Enting Kacang Gepuk,",Bakteri coliform,,per sampel,100000,Pergub Jateng No. 35 Tahun 2024,23
"Enting-Enting Kacang Gepuk,",Escherichia coli,,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,23
"Enting-Enting Kacang Gepuk,",Salmonella,,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,23
"Enting-Enting Kacang Gepuk,",Staphylococcus Aureus,,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,23
"Enting-Enting Kacang Gepuk,",Kapang,,per sampel,125000,Pergub Jateng No. 35 Tahun 2024,23
"Enting-Enting Kacang Gepuk,",Khamir,,per sampel,125000,Pergub Jateng No. 35 Tahun 2024,23
Mie Basah,"Keadaan : Bau, rasa, warna",,per sampel,30000,Pergub Jateng No. 35 Tahun 2024,23
Mie Basah,Air (metoda oven),,per sampel,60000,Pergub Jateng No. 35 Tahun 2024,23
Mie Basah,Abu (dihitung adbk),,per sampel,60000,Pergub Jateng No. 35 Tahun 2024,23
Mie Basah,Protein (dihitung adbk),,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,23
Mie Basah,Boraks dan asam borat (kualitatif),,per sampel,75000,Pergub Jateng No. 35 Tahun 2024,23
Mie Basah,Pewarna tambahan (kualitatif),,per sampel,75000,Pergub Jateng No. 35 Tahun 2024,23
Mie Basah,Formalin,,per sampel,100000,Pergub Jateng No. 35 Tahun 2024,23
Mie Basah,Timbel (Pb),,per sampel,100000,Pergub Jateng No. 35 Tahun 2024,23
Mie Basah,Tembaga (Cu),,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,23
Mie Basah,Seng (Zn),,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,23
Mie Basah,Raksa (Hg),,per sampel,300000,Pergub Jateng No. 35 Tahun 2024,23
Mie Basah,Cemaran arsen (As),,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,23
Mie Basah,Angka Lempeng Total (ALT),,per sampel,125000,Pergub Jateng No. 35 Tahun 2024,24
Mie Basah,Bakteri coliform,,per sampel,100000,Pergub Jateng No. 35 Tahun 2024,24
Mie Basah,Escherichia coli,,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,24
Mie Basah,Kapang,,per sampel,125000,Pergub Jateng No. 35 Tahun 2024,24
Mie Instan,"Keadaan : Bau, Rasa, Warna",,per sampel,30000,Pergub Jateng No. 35 Tahun 2024,24
Mie Instan,Benda asing,,per sampel,30000,Pergub Jateng No. 35 Tahun 2024,24
